longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.9,33.65,24.0,4496.0,877.0,1928.0,855.0,46807.99999999999,245500.0,<1H OCEAN
-122.08,37.39,44.0,1498.0,430.0,848.0,400.0,28438.0,307100.0,NEAR BAY
-117.96,33.81,35.0,1996.0,326.0,1409.0,330.0,47737.99999999999,180000.0,<1H OCEAN
-116.26,33.72,10.0,9404.0,1827.0,3208.0,1283.0,31086.0,105800.0,INLAND
-118.31,33.84,52.0,1819.0,464.0,1068.0,424.0,36250.0,270700.0,<1H OCEAN
-118.97,35.37,52.0,425.0,119.0,380.0,97.0,14125.0,42500.0,INLAND
-122.24,38.11,52.0,2050.0,492.0,1277.0,463.0,30507.0,107300.0,NEAR BAY
-118.37,34.05,41.0,2369.0,544.0,1252.0,522.0,29883.0,296100.0,<1H OCEAN
-117.98,33.81,28.0,3528.0,816.0,2304.0,764.0,25820.0,181800.0,<1H OCEAN
-121.83,38.45,32.0,2139.0,440.0,1154.0,411.0,32672.0,107500.0,INLAND
-118.3,34.16,40.0,1875.0,460.0,869.0,438.0,32321.0,243600.0,<1H OCEAN
-118.29,33.8,21.0,9944.0,1623.0,4185.0,1582.0,45260.0,329400.0,<1H OCEAN
-121.95,37.33,36.0,1683.0,286.0,740.0,324.0,47604.0,294700.0,<1H OCEAN
-117.0,32.87,18.0,11544.0,1979.0,6296.0,1923.0,44904.0,150400.0,<1H OCEAN
-122.36,37.95,38.0,1042.0,289.0,773.0,248.0,27714.0,104700.0,NEAR BAY
-121.39,38.59,34.0,1151.0,234.0,563.0,251.0,28000.0,113600.0,INLAND
-118.16,33.79,26.0,3061.0,844.0,2135.0,769.0,28750.0,164000.0,NEAR OCEAN
-118.39,34.04,44.0,1873.0,286.0,635.0,283.0,55951.00000000001,461300.0,<1H OCEAN
-116.58,32.69,19.0,4085.0,876.0,2133.0,718.0,29190.0,116500.0,INLAND
-118.21,34.56,12.0,2472.0,408.0,1048.0,380.0,47097.0,262100.0,INLAND
-116.32,33.28,19.0,1791.0,367.0,327.0,185.0,33625.0,100000.0,INLAND
-118.39,34.17,26.0,6429.0,1611.0,2806.0,1491.0,31929.0,265200.0,<1H OCEAN
-117.16,32.58,36.0,1940.0,399.0,1076.0,382.0,33906.0,147800.0,NEAR OCEAN
-122.17,37.45,33.0,1828.0,396.0,766.0,378.0,44531.0,500001.0,NEAR BAY
-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,30446.0,90800.0,INLAND
-117.99,33.87,16.0,1689.0,499.0,1260.0,453.0,31205.0,174000.0,<1H OCEAN
-117.07,32.58,25.0,1607.0,280.0,899.0,260.0,38194.0,134400.0,NEAR OCEAN
-118.2,33.97,43.0,825.0,212.0,820.0,184.0,18897.0,174300.0,<1H OCEAN
-121.96,37.39,20.0,1032.0,229.0,658.0,238.0,45062.0,219300.0,<1H OCEAN
-115.58,32.81,5.0,805.0,143.0,458.0,143.0,44750.0,96300.0,INLAND
-122.51,37.78,47.0,2496.0,494.0,1201.0,454.0,40353.0,342200.0,NEAR BAY
-118.38,34.06,52.0,1311.0,217.0,578.0,205.0,76771.0,500001.0,<1H OCEAN
-118.16,33.91,6.0,3445.0,847.0,2467.0,712.0,31507.0,144000.0,<1H OCEAN
-120.9,37.81,27.0,4213.0,750.0,2142.0,746.0,37031.0,173300.0,INLAND
-118.48,34.16,32.0,2108.0,309.0,769.0,274.0,87172.0,500001.0,<1H OCEAN
-118.46,34.23,16.0,6338.0,1768.0,4718.0,1632.0,30187.0,154600.0,<1H OCEAN
-118.26,33.88,36.0,1212.0,222.0,775.0,224.0,55591.0,136500.0,<1H OCEAN
-117.89,33.74,34.0,1759.0,353.0,2083.0,330.0,32292.0,160600.0,<1H OCEAN
-117.7,33.57,4.0,3283.0,911.0,1512.0,782.0,33125.0,138500.0,<1H OCEAN
-119.52,36.71,21.0,1834.0,321.0,1120.0,314.0,25900.0,69300.0,INLAND
-117.06,33.13,12.0,8742.0,2114.0,4854.0,1957.0,28015.0,143500.0,<1H OCEAN
-119.23,34.44,34.0,3193.0,664.0,1434.0,627.0,24777.0,260300.0,<1H OCEAN
-117.05,32.61,21.0,6034.0,1205.0,3795.0,1146.0,32633.0,129700.0,NEAR OCEAN
-121.3,38.26,19.0,1403.0,276.0,901.0,290.0,32150.0,104600.0,INLAND
-118.25,33.96,42.0,1326.0,295.0,918.0,258.0,23864.0,98800.0,<1H OCEAN
-122.03,37.34,17.0,1165.0,278.0,598.0,287.0,40129.0,342400.0,<1H OCEAN
-121.86,37.4,16.0,2391.0,369.0,1419.0,373.0,58721.0,267800.0,<1H OCEAN
-118.44,34.03,37.0,975.0,189.0,489.0,202.0,42434.0,331000.0,<1H OCEAN
-119.77,36.84,15.0,2058.0,412.0,891.0,378.0,32569.0,124400.0,INLAND
-118.65,34.21,5.0,5429.0,665.0,2315.0,687.0,96465.0,500001.0,<1H OCEAN
-117.97,33.71,25.0,3273.0,478.0,1645.0,497.0,58195.0,286100.0,<1H OCEAN
-121.37,36.84,11.0,1996.0,382.0,1023.0,358.0,35714.0,243000.0,INLAND
-119.63,36.79,19.0,1317.0,189.0,517.0,187.0,45260.0,148700.0,INLAND
-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,29357.000000000004,107900.0,NEAR BAY
-118.47,34.06,26.0,6577.0,1789.0,2937.0,1652.0,48010.0,500001.0,<1H OCEAN
-117.83,34.14,26.0,8254.0,1153.0,3460.0,1131.0,65253.0,349900.0,INLAND
-118.14,33.71,36.0,2484.0,525.0,792.0,446.0,51815.0,500001.0,NEAR OCEAN
-122.07,37.63,24.0,2329.0,465.0,1401.0,453.0,45913.00000000001,177600.0,NEAR BAY
-118.55,34.39,16.0,8726.0,1317.0,3789.0,1279.0,68419.0,323300.0,<1H OCEAN
-122.02,37.59,18.0,1165.0,333.0,855.0,319.0,36923.0,213200.0,NEAR BAY
-118.22,33.97,47.0,1058.0,295.0,1097.0,274.0,28809.999999999996,183300.0,<1H OCEAN
-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,46628.99999999999,131500.0,INLAND
-117.32,34.06,46.0,476.0,102.0,476.0,91.0,14511.0,73100.0,INLAND
-118.37,34.08,52.0,2946.0,695.0,1258.0,650.0,39783.0,374100.0,<1H OCEAN
-118.94,34.18,25.0,3502.0,508.0,1713.0,508.0,55180.99999999999,242100.0,<1H OCEAN
-118.65,36.57,20.0,1431.0,416.0,570.0,225.0,14821.0,143300.0,INLAND
-118.26,34.16,20.0,3407.0,885.0,1883.0,870.0,37321.0,351100.0,<1H OCEAN
-122.11,37.69,37.0,2444.0,651.0,1562.0,618.0,26464.0,155200.0,NEAR BAY
-119.35,36.19,6.0,958.0,226.0,734.0,230.0,10349.0,67800.0,INLAND
-118.22,33.96,36.0,1542.0,458.0,1711.0,468.0,19028.0,164200.0,<1H OCEAN
-122.44,37.77,52.0,2994.0,736.0,1428.0,700.0,30766.0,438900.0,NEAR BAY
-118.27,33.98,45.0,1696.0,424.0,1502.0,429.0,13042.0,99200.0,<1H OCEAN
-118.15,34.18,46.0,2230.0,488.0,1985.0,456.0,22328.0,142100.0,<1H OCEAN
-118.46,34.01,43.0,513.0,98.0,266.0,103.0,56428.0,343100.0,<1H OCEAN
-117.94,33.73,24.0,4197.0,718.0,2468.0,714.0,52563.00000000001,211400.0,<1H OCEAN
-122.08,37.82,4.0,2045.0,237.0,830.0,252.0,113421.0,500001.0,NEAR BAY
-122.18,37.76,52.0,754.0,175.0,447.0,165.0,39063.0,93800.0,NEAR BAY
-118.52,34.19,37.0,1560.0,275.0,763.0,284.0,38516.0,206900.0,<1H OCEAN
-118.19,34.16,49.0,1788.0,267.0,735.0,266.0,66009.0,375700.0,<1H OCEAN
-121.29,38.01,2.0,6403.0,1116.0,3327.0,957.0,44871.0,137900.0,INLAND
-117.83,33.77,22.0,2956.0,642.0,1342.0,558.0,41151.0,203200.0,<1H OCEAN
-121.63,39.15,27.0,2991.0,637.0,1419.0,606.0,18849.0,73500.0,INLAND
-122.11,37.36,34.0,1575.0,183.0,511.0,180.0,131867.0,500001.0,NEAR BAY
-119.05,34.24,24.0,4341.0,646.0,1929.0,703.0,54298.0,279600.0,<1H OCEAN
-118.19,33.77,52.0,1562.0,616.0,692.0,512.0,14048.0,200000.0,NEAR OCEAN
-122.12,39.91,16.0,4006.0,797.0,2028.0,752.0,23929.0,77200.0,INLAND
-118.4,34.06,52.0,2501.0,362.0,748.0,349.0,66343.0,500001.0,<1H OCEAN
-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,16571.0,105200.0,NEAR BAY
-118.28,33.96,39.0,882.0,221.0,697.0,189.0,18472.0,99100.0,<1H OCEAN
-118.17,34.11,26.0,4971.0,996.0,2370.0,932.0,49676.0,381400.0,<1H OCEAN
-118.12,33.79,41.0,1762.0,314.0,738.0,300.0,41687.0,240700.0,<1H OCEAN
-121.78,38.55,12.0,10509.0,2186.0,5633.0,2138.0,29605.0,204300.0,INLAND
-121.34,38.58,17.0,1605.0,258.0,748.0,262.0,50917.0,134100.0,INLAND
-121.14,38.92,16.0,2069.0,312.0,889.0,299.0,46771.0,212000.0,INLAND
-121.39,38.69,30.0,2897.0,506.0,1508.0,478.0,38650.0,88400.0,INLAND
-117.2,34.52,12.0,4476.0,761.0,2255.0,735.0,39250.0,118500.0,INLAND
-117.1,33.0,5.0,15502.0,2613.0,7417.0,2358.0,59094.0,261100.0,<1H OCEAN
-118.53,34.24,24.0,2718.0,719.0,3018.0,644.0,29076.0,275300.0,<1H OCEAN
-120.25,37.93,13.0,493.0,76.0,196.0,68.0,33750.0,134100.0,INLAND
-119.77,35.65,21.0,2403.0,483.0,1647.0,415.0,26065.999999999996,80000.0,INLAND
-117.02,32.81,27.0,1950.0,317.0,950.0,320.0,40656.0,164000.0,<1H OCEAN
-121.58,39.15,38.0,1756.0,396.0,837.0,401.0,19122.0,55500.0,INLAND
-117.08,33.03,15.0,3023.0,623.0,1283.0,559.0,33724.0,137900.0,<1H OCEAN
-122.19,39.5,23.0,462.0,97.0,261.0,90.0,21705.0,53000.0,INLAND
-122.49,38.3,14.0,2844.0,602.0,1613.0,544.0,33571.0,193600.0,<1H OCEAN
-117.98,34.06,36.0,2391.0,407.0,1967.0,398.0,40274.0,160700.0,<1H OCEAN
-117.92,33.57,37.0,3355.0,492.0,921.0,366.0,72988.0,500001.0,NEAR OCEAN
-118.4,34.17,24.0,6347.0,,2945.0,1492.0,33545.0,221500.0,<1H OCEAN
-122.12,37.37,37.0,1446.0,181.0,549.0,190.0,107355.0,500001.0,NEAR BAY
-118.22,34.05,41.0,1422.0,478.0,1640.0,434.0,16122.0,157100.0,<1H OCEAN
-121.89,37.28,32.0,4308.0,717.0,2002.0,695.0,41645.0,281900.0,<1H OCEAN
-122.28,37.86,52.0,2031.0,450.0,958.0,445.0,19327.0,169900.0,NEAR BAY
-117.24,32.85,22.0,3479.0,448.0,1252.0,440.0,100707.0,500001.0,NEAR OCEAN
-118.37,34.18,35.0,2949.0,794.0,2106.0,746.0,29228.0,177300.0,<1H OCEAN
-118.35,33.99,45.0,1764.0,401.0,679.0,334.0,32021.0,222100.0,<1H OCEAN
-122.16,37.47,33.0,3687.0,852.0,3091.0,852.0,26506.0,162600.0,NEAR BAY
-121.9,37.4,16.0,2998.0,603.0,1606.0,615.0,37622.0,150000.0,<1H OCEAN
-122.3,40.58,19.0,1043.0,204.0,505.0,183.0,16033.0,98800.0,INLAND
-119.06,36.15,25.0,2402.0,478.0,1527.0,461.0,23194.0,52900.0,INLAND
-117.88,33.74,29.0,720.0,174.0,1045.0,181.0,31964.0,151900.0,<1H OCEAN
-117.81,33.75,25.0,2365.0,471.0,1197.0,458.0,37031.0,227800.0,<1H OCEAN
-121.97,36.97,15.0,2849.0,668.0,1546.0,582.0,27587.0,228600.0,NEAR OCEAN
-119.72,34.42,49.0,1610.0,370.0,961.0,351.0,26983.0,260100.0,NEAR OCEAN
-122.29,37.91,38.0,2591.0,424.0,905.0,378.0,51691.0,263200.0,NEAR BAY
-117.99,33.86,20.0,3540.0,906.0,2898.0,876.0,30252.0,178000.0,<1H OCEAN
-120.08,34.59,24.0,1874.0,319.0,820.0,315.0,51909.0,390200.0,NEAR OCEAN
-121.47,36.92,27.0,2049.0,417.0,1230.0,336.0,46477.00000000001,265900.0,INLAND
-121.66,39.09,27.0,2098.0,372.0,1090.0,333.0,44500.0,96200.0,INLAND
-117.91,34.09,20.0,4327.0,1037.0,2296.0,963.0,30440.999999999996,185400.0,<1H OCEAN
-117.54,34.47,4.0,6712.0,1200.0,3126.0,1026.0,32277.0,126500.0,INLAND
-122.46,37.78,52.0,3429.0,773.0,1584.0,696.0,37887.0,500001.0,NEAR BAY
-118.2,34.02,42.0,498.0,120.0,548.0,119.0,37543.0,126600.0,<1H OCEAN
-117.13,34.39,29.0,2251.0,464.0,855.0,315.0,34183.0,104100.0,INLAND
-120.97,37.62,7.0,8489.0,1673.0,5807.0,1575.0,29451.0,127800.0,INLAND
-118.21,34.05,26.0,745.0,258.0,694.0,236.0,13846.0,129200.0,<1H OCEAN
-119.75,34.45,6.0,2864.0,,1404.0,603.0,55073.0,263800.0,NEAR OCEAN
-117.42,34.02,9.0,5455.0,882.0,3015.0,858.0,42321.0,162800.0,INLAND
-121.58,39.14,52.0,662.0,160.0,520.0,149.0,8928.0,55000.0,INLAND
-117.95,33.77,38.0,989.0,246.0,691.0,204.0,32632.0,180900.0,<1H OCEAN
-121.76,36.92,46.0,947.0,257.0,1120.0,264.0,34125.0,160700.0,<1H OCEAN
-118.4,33.88,42.0,1516.0,341.0,634.0,327.0,62356.0,472700.0,<1H OCEAN
-117.9,33.73,26.0,1324.0,314.0,1804.0,311.0,39659.0,178500.0,<1H OCEAN
-117.04,34.89,37.0,1884.0,366.0,1052.0,353.0,31750.0,66800.0,INLAND
-117.35,33.2,23.0,3297.0,728.0,1793.0,622.0,25754.0,169700.0,NEAR OCEAN
-121.8,37.32,20.0,2473.0,476.0,2228.0,501.0,56817.0,224200.0,<1H OCEAN
-117.31,33.16,17.0,1704.0,263.0,781.0,281.0,56605.0,224400.0,NEAR OCEAN
-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,51523.0,387800.0,NEAR OCEAN
-117.8,33.69,14.0,1800.0,362.0,874.0,373.0,42083.00000000001,251000.0,<1H OCEAN
-121.81,37.41,25.0,2496.0,351.0,1034.0,367.0,70544.0,320700.0,<1H OCEAN
-118.24,33.91,40.0,972.0,240.0,761.0,225.0,14688.000000000002,88200.0,<1H OCEAN
-118.01,33.94,35.0,1323.0,235.0,807.0,247.0,42708.00000000001,174800.0,<1H OCEAN
-117.69,34.06,29.0,873.0,226.0,649.0,198.0,27986.0,114400.0,INLAND
-117.76,33.72,15.0,941.0,266.0,366.0,248.0,43636.0,148400.0,<1H OCEAN
-122.12,37.38,34.0,1443.0,218.0,504.0,200.0,84709.0,500001.0,NEAR BAY
-122.0,37.4,17.0,4324.0,854.0,1656.0,885.0,36619.0,232400.0,<1H OCEAN
-124.14,40.58,25.0,1899.0,357.0,891.0,355.0,26987.0,92500.0,<1H OCEAN
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,51773.0,389500.0,NEAR BAY
-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,20724.0,97700.0,NEAR BAY
-121.44,38.63,38.0,1673.0,399.0,1116.0,382.0,13302.0,62200.0,INLAND
-119.04,36.09,15.0,2288.0,401.0,1238.0,429.0,30278.0,77400.0,INLAND
-118.17,33.84,29.0,4716.0,1372.0,2515.0,1272.0,27260.0,208700.0,<1H OCEAN
-117.16,33.61,3.0,2744.0,428.0,1223.0,366.0,47944.00000000001,215300.0,<1H OCEAN
-118.35,34.21,42.0,1073.0,220.0,804.0,226.0,37500.0,172600.0,<1H OCEAN
-119.08,36.02,26.0,1748.0,346.0,891.0,303.0,19439.0,62100.0,INLAND
-117.85,33.62,13.0,5192.0,658.0,1865.0,662.0,150001.0,500001.0,<1H OCEAN
-117.09,32.76,10.0,1922.0,577.0,1595.0,545.0,15208.0,118800.0,NEAR OCEAN
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,51669.0,220600.0,<1H OCEAN
-121.81,37.33,4.0,5532.0,778.0,3651.0,770.0,72982.0,343000.0,<1H OCEAN
-121.89,36.63,20.0,1834.0,554.0,971.0,514.0,30383.0,217300.0,<1H OCEAN
-118.11,34.19,50.0,1430.0,186.0,620.0,201.0,95320.0,483300.0,INLAND
-121.01,37.61,5.0,3655.0,696.0,2316.0,647.0,34703.0,129300.0,INLAND
-121.82,37.23,23.0,4487.0,584.0,2024.0,580.0,75218.0,291500.0,<1H OCEAN
-118.38,33.8,36.0,4421.0,702.0,1433.0,624.0,80838.0,500001.0,NEAR OCEAN
-120.54,38.07,37.0,736.0,148.0,339.0,140.0,22875.0,79900.0,INLAND
-118.29,33.98,44.0,2261.0,555.0,1348.0,455.0,19125.0,97200.0,<1H OCEAN
-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,63258.0,390000.0,NEAR OCEAN
-122.18,37.74,42.0,541.0,154.0,380.0,123.0,23456.0,83500.0,NEAR BAY
-118.21,33.96,48.0,284.0,104.0,422.0,119.0,12826.0,145500.0,<1H OCEAN
-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,42171.0,218200.0,<1H OCEAN
-118.11,33.87,33.0,1379.0,254.0,795.0,297.0,46712.99999999999,231800.0,<1H OCEAN
-121.78,37.67,28.0,1773.0,278.0,804.0,269.0,48571.0,201100.0,INLAND
-118.47,34.01,41.0,752.0,201.0,482.0,207.0,25417.0,418200.0,<1H OCEAN
-118.29,33.81,19.0,7023.0,1538.0,3993.0,1412.0,50532.0,218200.0,<1H OCEAN
-121.23,37.99,38.0,523.0,80.0,226.0,72.0,55693.0,153100.0,INLAND
-117.23,32.99,17.0,2718.0,326.0,1011.0,319.0,150001.0,500001.0,NEAR OCEAN
-122.01,37.27,27.0,3340.0,451.0,1220.0,447.0,88178.0,500001.0,<1H OCEAN
-119.5,36.62,34.0,1440.0,267.0,1018.0,265.0,22206.0,63400.0,INLAND
-118.35,33.88,36.0,1567.0,362.0,1054.0,386.0,32594.0,233900.0,<1H OCEAN
-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,31576.0,333300.0,NEAR BAY
-119.07,35.27,25.0,3081.0,635.0,1830.0,591.0,25804.0,97900.0,INLAND
-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,14786.0,54800.0,INLAND
-122.33,40.57,16.0,2777.0,503.0,1432.0,500.0,25592.0,75900.0,INLAND
-121.73,38.0,3.0,9217.0,1522.0,3578.0,1272.0,50016.0,189100.0,INLAND
-118.25,34.11,43.0,2230.0,583.0,1667.0,543.0,28666.999999999996,217800.0,<1H OCEAN
-119.29,36.3,20.0,1157.0,179.0,572.0,191.0,53495.0,177300.0,INLAND
-119.98,38.93,28.0,1194.0,272.0,494.0,203.0,23281.0,85800.0,INLAND
-118.42,33.96,24.0,4393.0,966.0,1257.0,579.0,50714.0,356100.0,<1H OCEAN
-117.03,33.18,17.0,5391.0,886.0,2732.0,830.0,51771.0,212800.0,<1H OCEAN
-121.03,37.67,24.0,2162.0,459.0,1468.0,441.0,31857.000000000004,98300.0,INLAND
-118.49,34.25,28.0,4054.0,712.0,2164.0,746.0,50000.0,258000.0,<1H OCEAN
-122.44,37.76,50.0,2589.0,569.0,945.0,544.0,52519.0,376600.0,NEAR BAY
-118.48,34.14,31.0,9320.0,1143.0,2980.0,1109.0,103599.0,500001.0,<1H OCEAN
-118.07,34.1,32.0,4275.0,,2812.0,1012.0,33512.0,214100.0,<1H OCEAN
-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,36154.0,181800.0,INLAND
-117.05,32.69,21.0,991.0,210.0,695.0,203.0,36250.0,144300.0,NEAR OCEAN
-121.42,38.63,42.0,1385.0,273.0,740.0,274.0,26055.0,78000.0,INLAND
-118.37,33.92,39.0,1073.0,206.0,556.0,204.0,48611.00000000001,245600.0,<1H OCEAN
-116.94,33.73,17.0,5160.0,851.0,2344.0,781.0,37175.0,120000.0,INLAND
-118.32,34.02,48.0,1949.0,308.0,823.0,340.0,33906.0,189700.0,<1H OCEAN
-118.81,34.25,4.0,9147.0,1827.0,3950.0,1661.0,57160.0,320800.0,<1H OCEAN
-118.43,34.29,38.0,1237.0,298.0,1073.0,293.0,36726.0,154600.0,<1H OCEAN
-120.15,39.15,25.0,1669.0,348.0,163.0,78.0,57500.0,176600.0,INLAND
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,27477.0,243800.0,NEAR BAY
-118.09,33.97,39.0,1473.0,297.0,1108.0,294.0,41388.99999999999,166000.0,<1H OCEAN
-118.15,34.11,39.0,2618.0,582.0,1314.0,532.0,35875.0,309300.0,<1H OCEAN
-118.13,34.13,52.0,2826.0,381.0,924.0,365.0,79976.0,500001.0,<1H OCEAN
-121.64,39.28,25.0,2857.0,662.0,2076.0,685.0,18095.0,64100.0,INLAND
-118.13,34.04,42.0,2205.0,451.0,1392.0,423.0,43646.0,211400.0,<1H OCEAN
-118.0,33.66,16.0,2809.0,708.0,1260.0,638.0,32353.0,252900.0,NEAR OCEAN
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,24676.999999999996,219200.0,<1H OCEAN
-122.03,37.25,34.0,2892.0,413.0,903.0,365.0,78711.0,500001.0,<1H OCEAN
-122.81,38.08,19.0,1615.0,366.0,815.0,337.0,34609.0,238800.0,NEAR OCEAN
-122.2,37.89,37.0,3881.0,560.0,1315.0,517.0,73195.0,367500.0,NEAR BAY
-117.05,32.69,14.0,1689.0,555.0,1319.0,527.0,31600.0,143800.0,NEAR OCEAN
-118.2,33.98,38.0,867.0,243.0,950.0,235.0,18929.0,163100.0,<1H OCEAN
-118.27,34.05,12.0,535.0,328.0,1194.0,365.0,12012.0,275000.0,<1H OCEAN
-122.43,37.79,50.0,3312.0,1095.0,1475.0,997.0,27165.0,500001.0,NEAR BAY
-118.0,33.81,17.0,2142.0,436.0,946.0,412.0,37059.0,146300.0,<1H OCEAN
-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,43333.00000000001,239300.0,<1H OCEAN
-117.9,33.65,30.0,1634.0,373.0,771.0,364.0,34125.0,284100.0,<1H OCEAN
-119.27,35.87,12.0,972.0,269.0,1134.0,286.0,16299.999999999998,49500.0,INLAND
-121.9,36.59,42.0,2689.0,510.0,1023.0,459.0,46182.0,301000.0,NEAR OCEAN
-121.07,37.71,39.0,223.0,37.0,92.0,37.0,33750.0,212500.0,INLAND
-118.28,33.96,23.0,1983.0,611.0,2048.0,600.0,15313.000000000002,91400.0,<1H OCEAN
-118.1,33.93,35.0,1622.0,302.0,845.0,284.0,45769.0,186100.0,<1H OCEAN
-119.78,36.31,14.0,1287.0,291.0,737.0,269.0,31667.0,126400.0,INLAND
-115.49,32.67,24.0,1266.0,275.0,1083.0,298.0,14827.999999999998,73100.0,INLAND
-122.85,38.37,16.0,1762.0,293.0,810.0,297.0,44437.0,305000.0,<1H OCEAN
-120.92,37.63,39.0,45.0,8.0,22.0,9.0,17679.0,450000.0,INLAND
-122.34,37.96,15.0,6487.0,1717.0,3408.0,1560.0,21991.0,133300.0,NEAR BAY
-116.97,33.78,24.0,2680.0,606.0,1728.0,527.0,25350.0,74800.0,INLAND
-118.04,33.78,26.0,3642.0,557.0,1623.0,569.0,58426.0,259400.0,<1H OCEAN
-119.25,36.71,13.0,2813.0,579.0,1385.0,512.0,22202.0,100000.0,INLAND
-122.09,37.21,15.0,1969.0,332.0,822.0,324.0,78774.0,394900.0,<1H OCEAN
-117.14,32.93,14.0,1946.0,463.0,1205.0,390.0,42109.0,171200.0,<1H OCEAN
-122.32,38.35,20.0,3494.0,549.0,1673.0,541.0,55718.0,185200.0,INLAND
-121.96,37.34,18.0,4438.0,939.0,1901.0,895.0,53873.0,288300.0,<1H OCEAN
-118.4,34.2,30.0,2392.0,655.0,1987.0,609.0,28424.0,226400.0,<1H OCEAN
-124.14,40.59,17.0,2985.0,610.0,1544.0,584.0,21780.0,76800.0,NEAR OCEAN
-121.99,36.97,15.0,3044.0,786.0,1306.0,693.0,21770.999999999996,213200.0,NEAR OCEAN
-118.17,33.82,50.0,3587.0,693.0,1513.0,651.0,55106.0,252200.0,NEAR OCEAN
-119.55,37.75,30.0,2165.0,536.0,1500.0,414.0,35391.0,55900.0,INLAND
-122.44,37.72,48.0,2675.0,585.0,1773.0,540.0,39565.0,268500.0,NEAR BAY
-120.98,37.65,40.0,422.0,63.0,158.0,63.0,73841.0,172200.0,INLAND
-121.98,37.34,33.0,3570.0,776.0,1922.0,761.0,49562.0,238700.0,<1H OCEAN
-118.15,34.71,36.0,1338.0,250.0,709.0,250.0,35625.0,101400.0,INLAND
-120.87,38.83,12.0,2180.0,423.0,1070.0,377.0,28562.0,128200.0,INLAND
-122.38,37.73,18.0,4037.0,990.0,2722.0,834.0,14282.0,140400.0,NEAR BAY
-122.0,38.35,24.0,745.0,116.0,300.0,115.0,36176.0,158500.0,INLAND
-119.27,34.45,15.0,1659.0,274.0,679.0,253.0,50000.0,357900.0,<1H OCEAN
-121.92,37.32,39.0,836.0,254.0,704.0,272.0,35256.0,192600.0,<1H OCEAN
-117.82,34.12,26.0,3118.0,528.0,1546.0,545.0,52699.99999999999,209400.0,INLAND
-121.43,36.5,14.0,1835.0,468.0,1867.0,461.0,23879.0,129800.0,<1H OCEAN
-118.17,33.91,39.0,1157.0,273.0,877.0,305.0,31086.999999999996,171000.0,<1H OCEAN
-118.08,34.1,32.0,2830.0,645.0,1500.0,527.0,30819.0,214600.0,<1H OCEAN
-121.61,36.67,39.0,3260.0,821.0,3130.0,793.0,25224.000000000004,119200.0,<1H OCEAN
-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,26713.0,312500.0,<1H OCEAN
-119.68,36.31,12.0,2739.0,535.0,1859.0,498.0,29935.999999999996,60600.0,INLAND
-122.79,38.42,9.0,4967.0,885.0,2581.0,915.0,50380.0,185600.0,<1H OCEAN
-120.97,38.65,9.0,3707.0,602.0,1601.0,555.0,40714.0,300600.0,INLAND
-116.3,33.68,10.0,2387.0,481.0,863.0,304.0,28882.0,137500.0,INLAND
-117.05,32.58,25.0,2185.0,370.0,1558.0,369.0,53072.0,132700.0,NEAR OCEAN
-122.52,37.94,18.0,1804.0,284.0,600.0,241.0,59582.0,500001.0,NEAR BAY
-119.59,36.52,35.0,990.0,192.0,674.0,178.0,33214.0,101600.0,INLAND
-118.4,33.89,31.0,2926.0,492.0,1149.0,476.0,79611.0,500001.0,<1H OCEAN
-118.03,33.85,16.0,1831.0,390.0,1347.0,389.0,38426.0,344400.0,<1H OCEAN
-120.49,37.32,10.0,1275.0,255.0,620.0,240.0,30263.0,118300.0,INLAND
-121.48,38.58,48.0,2434.0,744.0,1281.0,662.0,16277.0,140600.0,INLAND
-118.4,34.15,41.0,2394.0,500.0,837.0,417.0,43888.99999999999,380400.0,<1H OCEAN
-121.83,37.95,17.0,1133.0,244.0,716.0,235.0,28750.0,162500.0,INLAND
-121.68,37.93,44.0,1014.0,225.0,704.0,238.0,16554.0,119400.0,INLAND
-122.44,37.8,52.0,3830.0,,1310.0,963.0,34801.0,500001.0,NEAR BAY
-117.95,33.66,26.0,1787.0,227.0,639.0,224.0,68226.0,329800.0,<1H OCEAN
-117.97,34.1,33.0,1558.0,316.0,1600.0,338.0,29712.0,143900.0,INLAND
-118.37,34.21,34.0,2272.0,558.0,2164.0,484.0,37143.0,175700.0,<1H OCEAN
-121.06,38.88,17.0,7635.0,1284.0,3096.0,1227.0,42916.99999999999,184300.0,INLAND
